time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.3200000000000007,0.0978036030649,0.104469769624,12.2443315897,0.0635615194216,6.24977833175,0.0,0.252712855528,0.329237541343,3.09287956948,0.122929157536,-0.0150794890038,0.0,466.6166229476171,467.23741791324034,465.6431050029815,468.176277571151
1.3800000000000008,0.11358278186,0.125416673521,12.4306022174,0.0706848670662,6.24932266758,0.0,0.273315100919,0.369645216816,3.11602088062,0.108609499959,0.004259345749,0.0,421.24949806123107,422.91861157757995,422.4379968915805,421.21476734744454
1.4400000000000008,0.130634439548,0.148983615517,12.6191923351,0.0774402209826,6.24978528041,0.0,0.295031505383,0.416539176385,3.17010859723,0.119545437041,0.0138462092146,0.0,432.3474324168309,433.1543218677641,431.49448727573076,432.42832186727463
1.5000000000000009,0.149021634255,0.175601246157,12.81234347,0.0849213778747,6.25106597814,0.0,0.317752591188,0.471437159081,3.26791398545,0.13336591124,0.033215066687,0.0,446.9497497802281,448.52558913416755,445.1687079759492,446.3121300448029
1.560000000000001,0.168725422212,0.205628357835,13.0108776619,0.0926049582982,6.25368816795,0.0,0.338794360155,0.530224485402,3.34957510694,0.114491641269,0.0590936686041,0.0,441.09847386722,443.23149726263784,443.413870322785,441.8754205365377
1.620000000000001,0.189582029995,0.239166130364,13.2125304936,0.0992813790948,6.25714136436,0.0,0.356102187789,0.588305013376,3.37205080582,0.10391122651,0.0542808088119,0.0,424.24692040195976,423.8359128229815,424.2637183662383,423.3658604882165
1.680000000000001,0.21147988518,0.2765685251,13.4181015943,0.105544676631,6.26005300836,0.0,0.37349108473,0.659047722089,3.47991355881,0.105324979464,0.0333873368297,0.0,452.7487316518379,451.0658595515617,451.22082507801036,451.34426620597975
1.740000000000001,0.234415669741,0.31860942905,13.6325861613,0.112307726725,6.26424417748,0.0,0.390612909275,0.743001843787,3.66887776241,0.124444722208,0.102713755753,0.0,474.64081652375575,479.93430594582196,475.9197172482468,477.39109403620444
1.8000000000000012,0.258231194777,0.365626652555,13.856440055,0.120224891198,6.27042478436,0.0,0.402570600376,0.824999561456,3.7923994092,0.143824972678,0.103595864054,0.0,458.1181823627712,458.19719330454393,458.56105286983274,460.11318654181395
1.8600000000000012,0.282626927232,0.41770301387,14.087412288,0.128311978121,6.27632285513,0.0,0.409973340434,0.911706441113,3.90614977171,0.102507842282,0.0847671862512,0.0,457.0939393696987,455.5987537314271,458.9951257625743,455.7192781204333
1.9200000000000013,0.307350168505,0.475250879739,14.3260358058,0.13441880604,6.28108190116,0.0,0.413588004836,1.00713978928,4.04734694013,0.100285766259,0.0652520975697,0.0,466.551067058064,465.0294096199923,466.8856513197882,466.72066980390264
1.9800000000000013,0.33218822474,0.538625379812,14.5728886069,0.140191217409,0.00124923052283,0.0,0.41393368435,1.1058921352,4.18046136543,0.0864640002992,0.0202963148211,0.0,467.3692871633663,463.85356578538523,465.1858115152255,464.1095257658453
2.0400000000000014,0.356983281804,0.608161520361,14.8285347889,0.145020567578,0.00195473558873,0.0,0.412448164065,1.21243167899,4.34033734932,0.0645445355835,-0.0167625217616,0.0,476.47728195262357,473.6353984586562,474.6489123574253,472.96821944768203
2.1000000000000014,0.381690188732,0.683587915212,15.0896523421,0.149248635967,0.000979429623598,0.0,0.41120730494,1.30211252089,4.36337916957,0.0802525997776,-0.0152591424777,0.0,433.3774919427766,433.50393494074365,432.6197042525125,433.9443212905602
2.1600000000000015,0.406338551509,0.764870515414,15.354773052,0.15410513855,6.28311290784,0.0,0.410508490513,1.40771413971,4.47339947172,0.0822846712298,-0.0225111267535,0.0,461.91664291626347,461.3444195720092,460.92557187715346,461.0911810329972
2.2200000000000015,0.430968451519,0.852263643403,15.62440326,0.159319739333,6.28138766302,0.0,0.410630031219,1.5058076753,4.51396302861,0.0948411438943,-0.0457298191324,0.0,442.20708398128977,440.28971491732705,439.71328272638704,440.75864141294323
2.2800000000000016,0.455644940526,0.945739577689,15.8970707912,0.165276951686,6.2789577241,0.0,0.412170869069,1.61054284059,4.57453097797,0.106950082107,-0.0316839139533,0.0,448.0598549898099,449.1995719983951,446.5022957068444,447.49754588074495
2.3400000000000016,0.480469394015,1.04597765109,16.1755185022,0.171876323727,6.27710271154,0.0,0.415511922359,1.73128905875,4.70629309384,0.115459953456,-0.029425569662,0.0,470.5563537980657,470.73089730666106,470.4639943161695,471.1324059502121
